neck_tilt,head_spine_l,head_spine_r,spine_l,spine_r,shoulder_tilt,left_elbow,right_elbow,left_shoulder_ang,right_shoulder_ang,nose_shoulder_y,nose_hip_y,ear_shoulder_y_l,ear_shoulder_y_r,wrist_shoulder_y_l,wrist_shoulder_y_r,elbow_shoulder_y_l,elbow_shoulder_y_r,nose_center_x,ear_asymmetry_x,eye_asymmetry_x,nose_hip_x,shoulder_hip_dist,nose_shoulder_dist,wrist_hip_l,wrist_hip_r,wrist_height_diff,elbow_height_diff,hip_y_abs,knee_y_abs,ankle_y_abs,label
32.96107,116.78814,147.0143,30.00297,16.951286,83.82708,87.46076,72.867645,11.265053,18.458181,-0.5363454818725586,-1.91932213306427,-0.6230154037475586,-0.589131772518158,0.8662868738174438,0.7767687439918518,0.8683895468711853,0.803871214389801,-0.7332403063774109,0.6011892557144165,0.21216516196727753,-0.5043814182281494,55.60297775268555,36.035011291503906,20.72435188293457,26.969501495361328,0.14574728906154633,0.12074748426675797,1.3829765319824219,1.2160401344299316,1.7591837644577026,raising_hand
44.730408,126.630035,151.97778,168.718,176.90034,81.89963,77.47049,67.741714,12.612226,10.201027,-0.6819430589675903,-2.4593982696533203,-0.6957413554191589,-0.6877814531326294,0.7403147220611572,0.7358793616294861,0.8386237025260925,0.8004799485206604,-0.6627231240272522,0.5437058210372925,0.1893019825220108,-0.3751929998397827,60.50687026977539,31.955135345458984,36.06245803833008,35.0831413269043,0.023431852459907532,0.057140231132507324,1.7774553298950195,2.775846481323242,4.195062637329102,raising_hand
51.035778,137.15552,133.84122,178.07643,171.52112,86.119736,85.81675,91.9685,10.074583,5.710314,-0.631438672542572,-2.2885630130767822,-0.6387279629707336,-0.6558544039726257,0.8731266260147095,0.8986400961875916,0.8707079887390137,0.8828313946723938,-0.47938671708106995,0.5225328207015991,0.19608467817306519,-0.3157711923122406,48.744903564453125,23.207548141479492,24.760950088500977,23.670730590820312,0.005174004938453436,0.018564075231552124,1.657124400138855,2.828742027282715,3.7273852825164795,raising_hand
39.799313,122.67406,156.7068,155.51541,152.1993,82.87475,95.35606,100.04061,8.809482,15.906588,-0.6713802218437195,-2.312387466430664,-0.7042490839958191,-0.6712835431098938,1.0366488695144653,1.0386784076690674,0.9912645220756531,0.9091455936431885,-0.7437834739685059,0.6040061712265015,0.22283829748630524,-0.47220197319984436,51.472877502441406,31.007001876831055,20.64653778076172,18.470813751220703,0.037611350417137146,0.12175983190536499,1.6410073041915894,2.0363361835479736,2.8572418689727783,raising_hand
57.776253,143.30019,128.89626,171.96303,176.25517,85.52395,179.54413,105.199036,4.366594,13.373655,-0.596707284450531,-2.564528226852417,-0.6795217394828796,-0.6865983009338379,1.3407164812088013,1.2874221801757812,0.9659635424613953,0.9812732934951782,-0.3743155598640442,0.6345654129981995,0.23749200999736786,-0.2159997969865799,55.78948211669922,19.905900955200195,18.2208194732666,22.457944869995117,0.055451877415180206,-0.013152124360203743,1.9678207635879517,3.446934223175049,4.666830062866211,raising_hand
36.854763,120.30358,156.38568,175.5533,158.75166,83.44882,88.68951,62.00286,7.7060685,14.543053,-0.6549972295761108,-2.2177062034606934,-0.6969602108001709,-0.645513117313385,0.9608463644981384,0.7658226490020752,0.9892303943634033,0.8700081706047058,-0.7682162523269653,0.5825052857398987,0.20907904207706451,-0.4885040521621704,48.922576904296875,31.1105899810791,19.498842239379883,25.124303817749023,0.2577592134475708,0.18195770680904388,1.562709093093872,2.0927581787109375,2.658337354660034,raising_hand
55.548138,131.05067,175.5563,177.28291,175.09447,75.502525,70.247116,23.662485,16.384834,28.554134,-1.1288061141967773,-4.12677001953125,-1.1167851686477661,-1.2643487453460693,0.6889991164207458,0.20999236404895782,1.2604094743728638,1.2662075757980347,1.140519380569458,-0.6587052941322327,-0.06318535655736923,0.9490880370140076,124.43675231933594,66.47008514404297,103.4908447265625,115.24272155761719,0.29087334871292114,-0.19393153488636017,2.9979639053344727,5.161098003387451,7.082396984100342,raising_hand
41.98329,126.06041,160.37823,9.083849,10.749624,84.077126,75.976906,79.05915,11.611298,6.7112455,-0.7916068434715271,-2.4302124977111816,-0.797929048538208,-0.7761006951332092,0.9939270615577698,0.9798187017440796,1.0644022226333618,1.0426901578903198,-0.7942895293235779,0.4904814064502716,0.17889156937599182,-0.5393706560134888,51.754486083984375,34.997833251953125,20.17496109008789,22.59124183654785,0.06504614651203156,0.07264985889196396,1.6386055946350098,1.4197876453399658,1.9073189496994019,raising_hand
50.967342,133.89941,147.9045,175.57446,178.44153,82.932076,147.84749,147.53549,12.718484,8.170294,-0.7544379830360413,-2.4224467277526855,-0.7697576880455017,-0.7703338265419006,1.4644310474395752,1.4186376333236694,0.9977851510047913,1.0092188119888306,-0.6259570121765137,0.5409789085388184,0.20652499794960022,-0.4383266568183899,65.526611328125,38.269287109375,8.425599098205566,9.288349151611328,0.03445196896791458,-0.02277514897286892,1.668008804321289,2.257220983505249,2.9201207160949707,raising_hand
48.96872,133.7313,155.14903,168.68967,174.29259,84.76255,77.40365,83.643936,18.101305,4.02803,-0.8086909651756287,-2.8458425998687744,-0.8158208131790161,-0.8033593893051147,1.0239521265029907,0.9732576608657837,1.0311450958251953,1.0067471265792847,-0.6741538047790527,0.5355671048164368,0.18918351829051971,-0.4437454044818878,60.90364074707031,31.276676177978516,30.100181579589844,32.88462448120117,0.07190676778554916,0.04561036452651024,2.037151575088501,3.1483795642852783,4.75709342956543,raising_hand
