neck_tilt,head_spine_l,head_spine_r,spine_l,spine_r,shoulder_tilt,left_elbow,right_elbow,left_shoulder_ang,right_shoulder_ang,nose_shoulder_y,nose_hip_y,ear_shoulder_y_l,ear_shoulder_y_r,wrist_shoulder_y_l,wrist_shoulder_y_r,elbow_shoulder_y_l,elbow_shoulder_y_r,nose_center_x,ear_asymmetry_x,eye_asymmetry_x,nose_hip_x,shoulder_hip_dist,nose_shoulder_dist,wrist_hip_l,wrist_hip_r,wrist_height_diff,elbow_height_diff,hip_y_abs,knee_y_abs,ankle_y_abs,label
71.815216,149.72668,121.588005,177.46881,160.44716,77.91147,168.64,179.15372,7.990013,16.798664,-0.4666449725627899,-2.177753210067749,-0.6423274278640747,-0.679595410823822,1.8564653396606445,2.012206554412842,1.0101227760314941,1.0611220598220825,-0.200790673494339,0.6590685248374939,0.23537632822990417,0.009058223105967045,145.62384033203125,42.91270065307617,13.728719711303711,56.02040100097656,-0.24457888305187225,-0.1398368775844574,1.7111082077026367,2.7579610347747803,2.7579610347747803,using_mobile
6.4308395,105.16941,90.36168,150.33008,176.9863,98.73859,170.7852,176.94424,10.800845,18.5855,-0.29209965467453003,-1.9541484117507935,-0.4739841818809509,-0.35176607966423035,2.103349447250366,1.0909229516983032,1.1725594997406006,0.7838647365570068,-0.6977095007896423,0.5148401260375977,0.1801358014345169,-0.477495938539505,153.4613037109375,69.23410034179688,43.966278076171875,75.60064697265625,1.2928595542907715,0.6691279411315918,1.6620488166809082,2.489431381225586,2.489431381225586,using_mobile
30.029375,115.71639,92.6507,139.29347,156.22989,85.68701,141.59138,87.947975,16.877089,13.339951,-0.1759968250989914,-1.6282756328582764,-0.3825944662094116,-0.34554165601730347,0.7959314584732056,0.8717986941337585,0.7209713459014893,0.7402418851852417,-0.23451383411884308,0.5133264660835266,0.19626149535179138,0.05227942764759064,85.11457061767578,16.85870361328125,45.16349792480469,51.86460876464844,0.043540891259908676,0.10013757646083832,1.452278733253479,2.356234073638916,3.0563786029815674,using_mobile
5.539269,79.842384,78.97808,177.9924,170.84206,85.38169,117.831314,120.36816,18.943666,23.468924,0.018087223172187805,-1.5755894184112549,-0.3034094274044037,-0.26581716537475586,1.3599730730056763,1.3437047004699707,0.9954233765602112,0.8902327418327332,-0.4424939453601837,0.45888960361480713,0.16328935325145721,-0.22370824217796326,90.4732666015625,24.907806396484375,13.301643371582031,16.949970245361328,0.07206565141677856,0.16098788380622864,1.5936766862869263,2.3677244186401367,2.7205703258514404,using_mobile
71.59282,151.80779,116.46476,177.76523,161.91974,80.21499,167.59933,179.97202,6.9967813,18.167227,-0.4360586404800415,-2.098405122756958,-0.6152103543281555,-0.6524103879928589,1.8540236949920654,2.0181844234466553,1.0289262533187866,1.0726470947265625,-0.17681653797626495,0.6392913460731506,0.22300973534584045,0.0014304912183433771,141.5273895263672,39.83238983154297,16.37169647216797,61.54152297973633,-0.22807972133159637,-0.10763978213071823,1.662346601486206,2.735948324203491,2.735948324203491,turning
7.0348067,103.642555,91.66304,148.8623,177.03053,96.60775,169.63728,165.36952,11.143906,18.743765,-0.26839399337768555,-1.7848190069198608,-0.4546670615673065,-0.34304380416870117,2.0114877223968506,1.4707555770874023,1.1284351348876953,0.8379949331283569,-0.6907002329826355,0.5108407139778137,0.1760292947292328,-0.4885627329349518,143.02633666992188,69.27828979492188,48.83720779418945,35.84702682495117,0.7860471606254578,0.5357552170753479,1.5164250135421753,2.3829293251037598,2.3946962356567383,turning
4.360669,85.466095,75.04745,167.21849,174.59396,89.826805,108.37414,126.20386,22.7434,26.77923,-0.0241432823240757,-1.5545389652252197,-0.3027020990848541,-0.23726317286491394,1.2996007204055786,1.2959688901901245,0.955020546913147,0.8396298885345459,-0.46395522356033325,0.34941697120666504,0.12127164006233215,-0.26212793588638306,86.7113037109375,26.097030639648438,13.349845886230469,21.248334884643555,0.13138151168823242,0.2431403547525406,1.5303956270217896,2.3617355823516846,2.5438523292541504,turning
29.586254,114.22128,92.95394,144.91502,160.741,84.635025,138.37784,90.62511,15.65629,12.3088875,-0.1663631647825241,-1.5749084949493408,-0.36946120858192444,-0.3428288996219635,0.7190597653388977,0.8417463302612305,0.6460409164428711,0.7102718949317932,-0.24084077775478363,0.5094224214553833,0.19256311655044556,0.018028318881988525,84.60664367675781,17.292686462402344,46.975460052490234,50.45356750488281,-0.03468049317598343,0.023775169625878334,1.4085453748703003,2.351182699203491,3.076038360595703,turning
62.658607,142.18799,114.17014,175.99077,157.78831,79.52939,170.91496,176.65167,5.501604,20.411844,-0.35518983006477356,-1.9279263019561768,-0.5955201983451843,-0.6054162383079529,1.7915476560592651,1.9467573165893555,1.0210882425308228,1.0303454399108887,-0.22910481691360474,0.6678955554962158,0.23879539966583252,-0.09180841594934464,137.7733154296875,36.885921478271484,19.277496337890625,63.68305969238281,-0.25073346495628357,-0.1047808825969696,1.5727365016937256,2.5021090507507324,2.6699202060699463,turning
2.8613598,97.84614,80.7376,147.65457,174.10777,94.98477,170.5662,166.97885,11.9876995,18.643745,-0.187086820602417,-1.651311993598938,-0.4044934809207916,-0.32048097252845764,2.022059917449951,1.5024789571762085,1.1138006448745728,0.8742459416389465,-0.7105231285095215,0.536880612373352,0.1871880441904068,-0.5331900119781494,138.2910919189453,68.89041137695312,55.79729461669922,34.48063278198242,0.7256188988685608,0.44559264183044434,1.464225172996521,2.260345935821533,2.3389997482299805,turning
